Step-eval,Value-eval,Step-eval1,Value-eval1,Step-eval2,Value-eval2
81629970,302.7430114746,175274970,618.2933959961,,
81659970,383.4273071289,175289970,513.0645751953,,
81689970,196.168838501,175319970,402.0023803711,,
81719970,239.126663208,175349970,491.3520507813,,
81734970,119.7586517334,175379970,491.3212585449,,
81749970,475.2384338379,175394970,51.0092163086,,
81764970,570.4682617188,175409970,578.7303466797,,
81779970,398.1996154785,175439970,541.6058959961,,
81794970,161.8648681641,175469970,565.5385131836,,
81809970,339.2045593262,175484970,168.478515625,,
81839970,305.488861084,175499970,437.6073303223,,
81854970,395.0077209473,175529970,467.1513061523,,
81869970,339.5874328613,175544970,209.1721954346,,
81899970,292.4454956055,175559970,627.6484375,,
81914970,231.2259521484,175589970,489.5810546875,,
81929970,399.9717407227,175619970,575.3094482422,,
81944970,212.7926483154,175634970,827.6841430664,,
81959970,246.7214508057,175649970,429.285369873,,
81989970,250.1042022705,175679970,564.2702636719,,
82019970,391.1309509277,175709970,491.195892334,,
82049970,234.1707305908,175724970,62.1564331055,,
82064970,83.2945251465,175739970,318.6051635742,,
82079970,470.6928100586,175754970,191.7885894775,,
82109970,291.3871154785,175769970,394.7778320313,,
82139970,247.7060852051,175799970,415.5546875,,
82169970,358.1188354492,175814970,473.9619445801,,
82199970,404.6091003418,175829970,352.634552002,,
82229970,349.9993286133,175844970,187.3379364014,,
82259970,323.3062438965,175859970,557.5963745117,,
82289970,322.3952331543,175889970,487.565612793,,
82304970,132.9285888672,175919970,487.5848388672,,
82319970,287.4692993164,175934970,165.5735168457,,
82349970,349.846496582,175949970,372.7060241699,,
82379970,324.4333190918,175964970,207.5598449707,,
82409970,217.5856018066,175979970,520.3472900391,,
82439970,321.6492614746,175994970,301.7283630371,,
82454970,685.4711303711,176009970,489.758392334,,
82469970,292.4352722168,176024970,391.6809082031,,
82499970,361.3662414551,176039970,575.8005981445,,
82529970,305.2208251953,176069970,424.0202026367,,
82559970,148.6799468994,176084970,426.4864196777,,
82589970,232.8490905762,176099970,294.3428039551,,
82619970,291.3890075684,176114970,49.386680603,,
82634970,286.8458557129,176129970,594.091003418,,
82649970,224.176864624,176159970,477.7870178223,,
82679970,227.2303619385,176174970,471.7219238281,,
82709970,320.5725402832,176189970,631.7496337891,,
82739970,221.337097168,176204970,180.1635742188,,
82754970,276.7669067383,176219970,561.2047119141,,
82769970,327.9690246582,176249970,504.8773498535,,
82784970,148.4344940186,176264970,476.8654174805,,
82799970,328.6936950684,176279970,677.3619384766,,
82814970,518.7493286133,176309970,553.4418334961,,
82829970,177.3910980225,176339970,497.0848388672,,
82844970,-2.5020508766,176354970,56.5605392456,,
82859970,317.4081420898,176369970,464.8929748535,,
82874970,155.5571136475,176384970,25.0984191895,,
82889970,430.9574584961,176399970,441.8595581055,,
82919970,232.5408782959,176429970,483.2283630371,,
82949970,368.6304016113,176459970,385.9280700684,,
82979970,205.2671966553,176489970,567.0853881836,,
82994970,266.8009643555,176504970,181.6368713379,,
83009970,339.1484985352,176519970,514.215637207,,
83024970,623.3662109375,176534970,140.678894043,,
83039970,180.4824829102,176549970,508.3599243164,,
83054970,189.3120117188,176579970,630.5447387695,,
83069970,267.2092895508,176609970,527.5950317383,,
83099970,270.6382751465,176624970,802.3632202148,,
83114970,179.1546478271,176639970,505.901550293,,
83129970,252.5738067627,176669970,408.8540649414,,
83159970,331.1497802734,176684970,426.7398071289,,
83174970,55.5276870728,176699970,330.3490905762,,
83189970,397.6751098633,176714970,286.9433288574,,
83204970,58.3977241516,176729970,437.5414123535,,
83219970,410.4230651855,176759970,571.9569091797,,
83249970,261.2513122559,176789970,591.5150146484,,
83279970,269.7211914063,176804970,31.9184513092,,
83294970,168.9630126953,176819970,586.7459716797,,
83309970,243.0046691895,176849970,569.3916015625,,
83324970,238.0506896973,176879970,538.1498413086,,
83339970,261.7650756836,176894970,624.9910888672,,
83354970,240.2971954346,176909970,451.59375,,
83369970,301.1265869141,176939970,490.7664489746,,
83399970,353.019744873,176954970,41.5087127686,,
83429970,254.9422912598,176969970,334.4508056641,,
83444970,198.6961975098,176999970,351.3774108887,,
83459970,321.4880065918,177014970,616.0063476563,,
83489970,254.082901001,177029970,590.7590942383,,
83519970,390.1273803711,177044970,394.9281921387,,
83549970,241.7140045166,177059970,564.4020996094,,
83579970,324.9077758789,177074970,71.6092453003,,
83609970,173.1203765869,177089970,437.417388916,,
83639970,212.0628967285,177119970,453.8228149414,,
83669970,294.7387084961,177134970,31.1630191803,,
83699970,212.588973999,177149970,262.9553222656,,
83714970,214.9543914795,177164970,91.3108825684,,
83729970,264.1114807129,177179970,491.871307373,,
83744970,170.471862793,177209970,498.4762268066,,
83759970,320.027557373,177239970,554.6605224609,,
83789970,374.8746032715,177269970,524.4479370117,,
83819970,347.9736938477,177284970,74.2419433594,,
83834970,76.3879928589,177299970,444.7961730957,,
83849970,163.7807006836,177314970,73.3366470337,,
83864970,159.4916534424,177329970,381.2482299805,,
83879970,142.5242462158,177359970,419.6693725586,,
83909970,367.2234191895,177374970,673.5452880859,,
83939970,346.8319702148,177389970,330.7530517578,,
83969970,336.5916748047,177404970,381.6381530762,,
83999970,314.4797668457,177419970,496.1018371582,,
84029970,254.9872894287,177434970,127.8757781982,,
84044970,229.8194885254,177449970,450.3233032227,,
84059970,237.8582458496,177464970,168.2320098877,,
84074970,45.4848213196,177479970,427.2965087891,,
84089970,334.836151123,177509970,511.5774230957,,
84104970,26.0738391876,177539970,502.4260864258,,
84119970,154.9664306641,177569970,552.9815673828,,
84149970,264.7276611328,177599970,626.6221923828,,
84164970,235.3022613525,177629970,427.9213562012,,
84179970,158.7444152832,177659970,537.7923583984,,
84209970,225.4031829834,177689970,577.6801147461,,
84239970,422.577331543,177719970,324.9438171387,,
84254970,246.7730712891,177749970,459.173614502,,
84269970,466.8786315918,177779970,700.4205932617,,
84284970,221.2965393066,177794970,221.269241333,,
84299970,317.2088012695,177809970,538.8923950195,,
84314970,114.2703552246,177824970,91.242401123,,
84329970,164.0313110352,177839970,346.0713195801,,
84344970,62.3315429688,177869970,546.6112670898,,
84359970,295.3954772949,177899970,443.494354248,,
84389970,267.1323547363,177929970,297.0291137695,,
84404970,107.1499633789,177959970,482.5353088379,,
84419970,410.0225524902,177989970,529.9359130859,,
84449970,425.5009155273,178019970,502.0022583008,,
84479970,237.4476470947,178034970,49.6964416504,,
84494970,64.090713501,178049970,371.0136108398,,
84509970,269.0304870605,178079970,396.3018188477,,
84539970,187.0889587402,178094970,39.7858314514,,
84569970,259.4048461914,178109970,574.2662963867,,
84584970,653.3212280273,178124970,348.2722473145,,
84599970,284.4216308594,178139970,322.0639648438,,
84629970,252.6469421387,178154970,15.3338489532,,
84659970,231.5113830566,178169970,538.1365966797,,
84689970,331.6517028809,178184970,160.9478759766,,
84719970,247.32762146,178199970,392.3402099609,,
84749970,233.7969512939,178229970,596.6862182617,,
84764970,26.2505226135,178244970,9.0948753357,,
84779970,355.083984375,178259970,696.2792358398,,
84794970,113.5599975586,178274970,299.126739502,,
84809970,263.7453918457,178289970,470.2723693848,,
84839970,365.958984375,178304970,21.1087722778,,
84854970,290.5234680176,178319970,493.9715576172,,
84869970,334.7406311035,178349970,595.14453125,,
84899970,383.8960571289,178379970,505.8536071777,,
84929970,341.0626831055,178409970,463.6578979492,,
84959970,270.4532775879,178424970,317.5878295898,,
84989970,367.7129211426,178439970,435.9271240234,,
85019970,244.4745025635,178454970,270.2200012207,,
85034970,356.3016357422,178469970,373.6373596191,,
85049970,241.884475708,178484970,304.4069824219,,
85064970,131.0140838623,178499970,492.6379699707,,
85079970,268.6737060547,178514970,109.0456161499,,
85109970,257.5921936035,178529970,420.4141845703,,
85139970,257.2434997559,178544970,217.4042663574,,
85169970,430.0635681152,178559970,528.5749511719,,
85184970,502.0912475586,178589970,465.7772827148,,
85199970,307.1112670898,178619970,381.5574035645,,
85229970,372.9496765137,178634970,954.3809814453,,
85259970,309.7578735352,178649970,416.7166748047,,
85289970,289.4911804199,178664970,94.2451248169,,
85319970,368.9800415039,178679970,348.1030578613,,
85334970,113.50756073,178709970,553.7544555664,,
85349970,392.8817749023,178724970,838.7512207031,,
85379970,463.829498291,178739970,470.4001464844,,
85394970,140.6401519775,178754970,526.9338378906,,
85409970,367.222076416,178769970,448.8427734375,,
85439970,317.9451293945,178799970,344.9230041504,,
85469970,259.4320983887,178829970,545.7144775391,,
85484970,266.8420715332,178859970,493.0526123047,,
85499970,378.3069152832,178889970,626.1483154297,,
85514970,156.3386993408,178919970,497.9495239258,,
85529970,384.6424865723,178949970,476.8385314941,,
85544970,331.0825195313,178964970,17.8871917725,,
85559970,420.718536377,178979970,545.4052124023,,
85574970,98.5370178223,178994970,86.7766876221,,
85589970,383.4254150391,179009970,512.6751098633,,
85619970,286.9833068848,179024970,681.5223388672,,
85649970,372.9315185547,179039970,717.0310668945,,
85664970,354.318939209,179054970,200.5027923584,,
85679970,413.9799499512,179069970,390.2975158691,,
85709970,452.5455627441,179099970,565.044921875,,
85724970,162.5044250488,179129970,655.4791259766,,
85739970,422.3607177734,179144970,324.8101806641,,
85769970,379.6333312988,179159970,378.5445251465,,
85799970,184.8452301025,179174970,125.8563537598,,
85814970,458.2112121582,179189970,448.8049621582,,
85829970,317.0765991211,179219970,467.7052001953,,
85859970,329.2057800293,179234970,370.8163452148,,
85874970,178.974395752,179249970,560.0946655273,,
85889970,368.0614624023,179279970,544.2615356445,,
85904970,45.585975647,179309970,578.1257324219,,
85919970,335.7202453613,179339970,582.5776977539,,
85934970,172.7219390869,179369970,407.4022216797,,
85949970,341.3727416992,179399970,407.1972351074,,
85964970,491.2299804688,179429970,608.9482421875,,
85979970,447.8991699219,179459970,438.5101928711,,
85994970,614.8824462891,179474970,495.8533630371,,
86009970,409.233215332,179489970,373.9769592285,,
86039970,320.5858154297,179519970,386.8080749512,,
86054970,170.4082336426,179549970,398.1049194336,,
86069970,368.6006469727,179579970,553.3106079102,,
86084970,76.3769073486,179609970,405.727935791,,
86099970,338.918182373,179639970,492.078338623,,
86114970,364.4599304199,179654970,356.7368774414,,
86129970,450.7135009766,179669970,567.8343505859,,
86159970,310.6704711914,179699970,579.1654052734,,
86174970,642.9390258789,179729970,496.5833435059,,
86189970,266.1522827148,179744970,642.3280029297,,
86219970,341.5642700195,179759970,491.2100219727,,
86234970,216.1918487549,179789970,611.1369628906,,
86249970,446.6390380859,179804970,77.8028335571,,
86279970,330.964263916,179819970,398.2230224609,,
86294970,282.071685791,179834970,59.4582633972,,
86309970,328.3813781738,179849970,559.2725830078,,
86339970,213.6263580322,179864970,67.2919158936,,
86354970,114.9696807861,179879970,561.524230957,,
86369970,300.8652954102,179909970,454.9797058105,,
86384970,146.6835021973,179924970,163.1075744629,,
86399970,279.127532959,179939970,336.5234375,,
86429970,458.7933349609,179969970,452.4797058105,,
86444970,253.3531646729,179999970,557.9270019531,,
86459970,480.3616638184,180029970,584.466796875,,
86474970,405.3770141602,180059970,435.6398010254,,
86489970,249.839630127,180074970,325.1304931641,,
86519970,367.0030212402,180089970,566.6909790039,,
86534970,114.6500701904,180119970,471.1417236328,,
86549970,281.8791503906,180134970,231.3940429688,,
86564970,200.4776611328,180149970,609.0271606445,,
86579970,418.558380127,180164970,294.2008361816,,
86594970,100.9947052002,180179970,462.8452758789,,
86609970,284.7225646973,180209970,547.2188720703,,
86639970,353.1746520996,180239970,374.5937194824,,
86654970,288.6437072754,180254970,531.23828125,,
86669970,374.3868408203,180269970,508.3692016602,,
86699970,331.9384765625,180284970,713.1244506836,,
86714970,232.7798919678,180299970,551.1943359375,,
86729970,322.109161377,180314970,682.5490722656,,
86759970,434.8589782715,180329970,367.0019226074,,
86774970,152.7315216064,180359970,550.0621948242,,
86789970,387.864440918,180389970,489.3118591309,,
86819970,255.8483886719,180419970,433.3208312988,,
86849970,370.4525146484,180449970,480.7577514648,,
86864970,222.2066192627,180464970,136.329788208,,
86879970,315.0776977539,180479970,726.188293457,,
86909970,424.9769287109,180509970,550.8818969727,,
86939970,315.0163879395,180539970,495.9893798828,,
86969970,416.4981079102,180569970,733.067199707,,
86999970,350.7317810059,180599970,361.4495849609,,
87029970,502.7262268066,180614970,454.0184326172,,
87059970,315.2113952637,180629970,682.5386962891,,
87074970,84.6553115845,180659970,483.1989135742,,
87089970,428.7924499512,180689970,463.0204467773,,
87119970,453.5968322754,180719970,574.9196777344,,
87149970,328.4921264648,180749970,470.580657959,,
87164970,294.4567565918,180779970,411.8439331055,,
87179970,406.7191772461,180794970,545.1071166992,,
87194970,21.0981712341,180809970,623.2915649414,,
87209970,287.9289245605,180839970,562.3913574219,,
87224970,311.5955200195,180869970,477.6918640137,,
87239970,418.1804504395,180899970,600.396484375,,
87269970,402.527130127,180914970,364.2026367188,,
87284970,56.7586784363,180929970,585.4772949219,,
87299970,302.0469360352,180959970,545.1257324219,,
87329970,334.765838623,180974970,507.9514770508,,
87359970,389.9523010254,180989970,415.1307983398,,
87374970,211.3103942871,181019970,496.3191833496,,
87389970,297.7328186035,181049970,464.5392150879,,
87404970,173.53515625,181079970,390.8413391113,,
87419970,371.756652832,181109970,469.0941162109,,
87449970,452.6406555176,181139970,505.5707702637,,
87479970,408.2317199707,181154970,129.5550537109,,
87494970,297.9030761719,181169970,352.2415771484,,
87509970,362.1652526855,181184970,44.4978256226,,
87539970,512.759765625,181199970,495.2172241211,,
87554970,19.5055522919,181229970,640.8049926758,,
87569970,445.2127990723,181259970,641.2131347656,,
87599970,212.5701751709,181289970,616.0919189453,,
87629970,334.2369995117,181304970,87.8578872681,,
87659970,479.0668029785,181319970,599.0062866211,,
87689970,420.070892334,181334970,197.3581085205,,
87719970,376.9489440918,181349970,516.0880126953,,
87749970,480.9821472168,181379970,575.705078125,,
87779970,504.3601379395,181394970,582.4298095703,,
87794970,242.5375823975,181409970,587.5344238281,,
87809970,502.9041748047,181424970,206.2482452393,,
87839970,326.3240966797,181439970,491.6255187988,,
87854970,98.5201721191,181454970,223.6921386719,,
87869970,377.9798278809,181469970,266.2727355957,,
87884970,75.8214492798,181484970,139.0015716553,,
87899970,305.079284668,181499970,607.1336669922,,
87929970,321.2725830078,181529970,432.990814209,,
87959970,331.2568969727,181559970,524.655456543,,
87989970,447.2293701172,181574970,47.9794692993,,
88004970,486.3058166504,181589970,595.5983276367,,
88019970,314.8241577148,181619970,379.6097106934,,
88049970,274.0820922852,181634970,90.0065155029,,
88079970,422.2760314941,181649970,548.9591064453,,
88109970,285.5115661621,181679970,314.7166442871,,
88139970,484.2859802246,181694970,8.1985359192,,
88169970,283.8507995605,181709970,504.3253173828,,
88199970,513.866027832,181739970,532.0741577148,,
88229970,423.6040649414,181769970,546.8843383789,,
88259970,404.7684936523,181799970,729.3234863281,,
88289970,332.4681091309,181829970,503.7833251953,,
88304970,22.2095565796,181859970,525.9641113281,,
88319970,514.0693359375,181889970,638.630065918,,
88349970,468.0093078613,181904970,777.7357177734,,
88364970,506.9040222168,181919970,662.89453125,,
88379970,407.510345459,181934970,39.9987297058,,
88409970,312.7867126465,181949970,393.408782959,,
88439970,533.0758056641,181979970,380.1298522949,,
88454970,220.1598358154,182009970,476.6849365234,,
88469970,323.1758728027,182024970,227.1838378906,,
88499970,347.5747375488,182039970,519.09765625,,
88529970,440.7279052734,182069970,633.2290649414,,
88559970,565.3572387695,182084970,8.0010099411,,
88589970,318.2012329102,182099970,603.3106689453,,
88619970,413.7887573242,182129970,597.4486694336,,
88634970,157.7494812012,182159970,378.7734985352,,
88649970,323.2922668457,182174970,262.4608459473,,
88679970,416.2284240723,182189970,358.617980957,,
88694970,40.6350669861,182219970,440.038482666,,
88709970,334.7171325684,182249970,522.9475097656,,
88739970,403.5049438477,182279970,435.0036315918,,
88754970,492.2890014648,182294970,75.9139633179,,
88769970,492.1386108398,182309970,332.9901428223,,
88784970,141.8307800293,182324970,240.3314361572,,
88799970,353.538482666,182339970,467.4046936035,,
88814970,53.4685516357,182369970,544.4669189453,,
88829970,323.6338500977,182399970,501.834777832,,
88844970,482.8473815918,182429970,487.8813171387,,
88859970,421.2810668945,182459970,431.6112976074,,
88889970,482.8223876953,182489970,608.3435058594,,
88919970,376.7026062012,182504970,358.3823242188,,
88949970,296.9098510742,182519970,481.9766540527,,
88979970,275.3787231445,182549970,439.4360351563,,
88994970,263.7485046387,182579970,581.8187866211,,
89009970,328.1145935059,182609970,546.3434448242,,
89039970,316.551574707,182639970,531.8911743164,,
89069970,407.0522155762,182669970,492.3249206543,,
89099970,428.7188415527,182684970,710.0204467773,,
89129970,342.8634643555,182699970,395.708984375,,
89159970,500.5304870605,182729970,655.9378662109,,
89189970,336.3057250977,182759970,416.7893371582,,
89219970,398.3084716797,182774970,580.8551025391,,
89249970,491.8676757813,182789970,398.1351928711,,
89279970,473.4851379395,182819970,552.6332397461,,
89294970,223.5293273926,182849970,526.710144043,,
89309970,570.5411987305,182864970,640.9338989258,,
89324970,43.0846595764,182879970,646.2534790039,,
89339970,462.3112792969,182894970,60.008140564,,
89369970,307.8235168457,182909970,600.8154907227,,
89399970,455.3982543945,182939970,574.6939086914,,
89429970,493.2500915527,182969970,555.9345092773,,
89444970,127.1114578247,182999970,488.4217834473,,
89459970,433.181427002,183029970,475.8160705566,,
89489970,369.0493469238,183059970,519.5876464844,,
89519970,492.4947509766,183089970,468.262512207,,
89534970,603.5223999023,183104970,672.4910888672,,
89549970,385.5969238281,183119970,425.684753418,,
89579970,296.4608154297,183134970,979.7967529297,,
89609970,570.18359375,183149970,447.897644043,,
89624970,698.5267944336,183164970,87.1726455688,,
89639970,429.9186706543,183179970,340.167755127,,
89654970,80.5011520386,183209970,398.2229919434,,
89669970,365.7984008789,183224970,261.3239440918,,
89699970,520.4698486328,183239970,491.7731628418,,
89714970,254.3923797607,183269970,395.1928100586,,
89729970,432.6424865723,183299970,626.985534668,,
89759970,378.7796630859,183329970,637.5538330078,,
89789970,298.4434204102,183344970,63.707572937,,
89819970,275.0032043457,183359970,214.6576690674,,
89834970,232.4146118164,183389970,457.728515625,,
89849970,235.6052856445,183404970,6.7828421593,,
89864970,247.5319976807,183419970,372.459564209,,
89879970,376.2879943848,183434970,11.2849655151,,
89909970,371.356628418,183449970,566.8187866211,,
89924970,75.8712615967,183464970,359.8815917969,,
89939970,449.4074707031,183479970,517.6600952148,,
89954970,60.4070091248,183509970,417.2731628418,,
89969970,499.1209106445,183539970,467.2021179199,,
89999970,438.3966064453,183569970,351.9261169434,,
90029970,328.3428955078,183599970,415.2206726074,,
90044970,76.0309829712,183629970,444.1796875,,
90059970,273.8302612305,183659970,535.2718505859,,
90089970,492.3457336426,183689970,502.5357971191,,
90119970,377.7320251465,183719970,440.9854736328,,
90149970,369.4634094238,183749970,525.3071899414,,
90179970,482.670501709,183764970,334.2836608887,,
90194970,107.8092803955,183779970,411.9772644043,,
90209970,392.6901550293,183794970,24.3159179688,,
90239970,285.4411010742,183809970,413.2152099609,,
90269970,452.5319213867,183839970,446.325012207,,
90284970,284.3380432129,183869970,388.417755127,,
90299970,297.0135498047,183899970,584.7897949219,,
90329970,393.1423950195,183929970,514.907043457,,
90359970,403.9212341309,183944970,378.0238037109,,
90389970,615.068359375,183959970,447.323638916,,
90419970,509.4194946289,183974970,704.1484375,,
90434970,19.552526474,183989970,504.6880187988,,
90449970,392.0762329102,184004970,247.0737609863,,
90479970,379.6239624023,184019970,480.8871765137,,
90494970,329.4447937012,184049970,459.899017334,,
90509970,464.9503479004,184079970,585.7601318359,,
90539970,289.3982543945,184094970,35.4732284546,,
90554970,38.3400268555,184109970,400.4992980957,,
90569970,321.9580078125,184139970,367.5512695313,,
90599970,544.6143188477,184154970,872.2922973633,,
90629970,483.5282592773,184169970,506.9321899414,,
90644970,202.483001709,184199970,372.6137084961,,
90659970,318.4688415527,184214970,300.1908874512,,
90689970,359.5028686523,184229970,483.710357666,,
90704970,359.3555908203,184244970,26.9170379639,,
90719970,306.3551940918,184259970,471.4583435059,,
90749970,458.762512207,184289970,677.2025146484,,
90779970,484.8567504883,184304970,413.6234436035,,
90809970,326.6075134277,184319970,518.9638671875,,
90839970,270.5786437988,184349970,491.3197631836,,
90869970,322.0869445801,184379970,496.1361999512,,
90899970,420.4440002441,184409970,606.1721801758,,
90929970,371.8963317871,184439970,507.8355102539,,
90944970,232.1700439453,184469970,483.7993164063,,
90959970,439.3022155762,184484970,178.6596679688,,
90974970,523.4012451172,184499970,499.1440734863,,
90989970,279.9471740723,184529970,450.8285217285,,
91019970,332.4853210449,184544970,230.3327941895,,
91049970,431.9524230957,184559970,739.2786254883,,
91079970,340.4623718262,184574970,152.689163208,,
91109970,363.831451416,184589970,419.7129516602,,
91124970,596.2498168945,184619970,369.1640625,,
91139970,401.1837158203,184649970,488.7927856445,,
91154970,91.0096740723,184664970,448.751159668,,
91169970,433.6122131348,184679970,452.7503967285,,
91199970,351.0975036621,184694970,454.1877746582,,
91229970,333.1028137207,184709970,500.2570495605,,
91259970,451.7917785645,184724970,39.9092483521,,
91289970,404.8232727051,184739970,673.0274047852,,
91319970,396.7700500488,184769970,376.1636352539,,
91334970,93.2841033936,184799970,243.9004211426,,
91349970,456.8215637207,184829970,499.5297851563,,
91379970,275.543182373,184859970,517.8551025391,,
91409970,410.9772338867,184874970,35.4225158691,,
91439970,476.8874206543,184889970,588.1917724609,,
91469970,354.8018188477,184919970,737.4301147461,,
91499970,253.4413757324,184949970,641.34375,,
91529970,379.7911376953,184979970,523.1502685547,,
91544970,154.3492279053,185009970,325.7392883301,,
91559970,383.5048828125,185039970,419.2496643066,,
91589970,342.3505554199,185069970,593.1303100586,,
91619970,260.9808959961,185099970,355.341217041,,
91649970,405.7320556641,185114970,282.713470459,,
91679970,373.6853942871,185129970,560.5894775391,,
91709970,436.3616333008,185144970,811.1265869141,,
91724970,127.8547897339,185159970,554.5780639648,,
91739970,444.8327941895,185174970,14.8311576843,,
91754970,137.0844116211,185189970,697.3281860352,,
91769970,335.3670043945,185219970,610.9234008789,,
91784970,71.3198852539,185249970,545.8561401367,,
91799970,387.5637512207,185264970,737.8535766602,,
91814970,52.5179405212,185279970,495.9421386719,,
91829970,218.008895874,185294970,15.5053939819,,
91859970,371.2480773926,185309970,502.9701538086,,
91889970,350.4112548828,185339970,423.8804931641,,
91904970,78.7579193115,185354970,518.778137207,,
91919970,248.4483947754,185369970,580.3400878906,,
91949970,298.3590393066,185384970,353.7901000977,,
91979970,270.7113647461,185399970,715.1831665039,,
91994970,46.4423027039,185429970,562.8311157227,,
92009970,356.976776123,185459970,563.8290405273,,
92024970,41.5635414124,185474970,124.2180938721,,
92039970,361.067565918,185489970,557.2915649414,,
92069970,361.7163696289,185519970,431.9775085449,,
92084970,170.0311737061,185549970,632.1298828125,,
92099970,568.4351806641,185564970,599.9168701172,,
92129970,250.3990783691,185579970,561.8524780273,,
92159970,395.5869750977,185609970,473.1323242188,,
92174970,76.6911010742,185624970,14.8647079468,,
92189970,489.0178527832,185639970,645.8854980469,,
92219970,257.3896179199,185669970,442.4913024902,,
92249970,391.1260986328,185699970,633.3030395508,,
92264970,191.4036560059,185729970,537.9901733398,,
92279970,307.5442810059,185744970,32.3055686951,,
92294970,175.9774475098,185759970,523.3713378906,,
92309970,290.7080078125,185789970,616.7177734375,,
92324970,35.4268760681,185804970,88.4764251709,,
92339970,212.2107849121,185819970,668.1278686523,,
92354970,12.1242170334,185834970,812.8977661133,,
92369970,257.1552429199,185849970,352.6511535645,,
92399970,670.9997558594,185864970,379.6795959473,,
92429970,293.8647460938,185879970,586.1158447266,,
92444970,167.0467529297,185909970,602.7877807617,,
92459970,408.8815917969,185924970,504.6759033203,,
92489970,353.3873596191,185939970,329.7804260254,,
92504970,30.7704162598,185954970,179.733291626,,
92519970,289.1429138184,185969970,411.7710266113,,
92549970,340.6011047363,185999970,375.7480163574,,
92579970,243.8815307617,186029970,492.9195251465,,
92609970,455.0920715332,186044970,470.7577819824,,
92624970,60.5417404175,186059970,569.0502319336,,
92639970,257.9149780273,186074970,543.538269043,,
92669970,349.5768127441,186089970,320.5214538574,,
92699970,347.6665344238,186104970,598.8728637695,,
92714970,468.5901489258,186119970,547.1867675781,,
92729970,362.809753418,186149970,508.9736938477,,
92759970,279.2713012695,186164970,686.5021362305,,
92789970,339.4364624023,186179970,565.1014404297,,
92804970,39.3094329834,186209970,542.7373046875,,
92819970,363.3517150879,186239970,607.3634033203,,
92834970,64.3022842407,186254970,644.6652832031,,
92849970,373.5039672852,186269970,300.5835571289,,
92879970,280.7561340332,186284970,209.1869506836,,
92909970,392.1455383301,186299970,569.5684814453,,
92939970,358.5917663574,186314970,842.4252319336,,
92954970,-39.5966072083,186329970,437.6062011719,,
92969970,391.7734680176,186344970,720.6678466797,,
92999970,339.1335754395,186359970,654.1499633789,,
93029970,343.8765258789,186389970,488.0374145508,,
93059970,425.6630554199,186419970,387.8692626953,,
93089970,330.4179077148,186449970,483.2633972168,,
93104970,24.5210800171,186479970,513.1145019531,,
93119970,491.66015625,186509970,399.1058654785,,
93149970,260.4507141113,186524970,449.1264648438,,
93164970,141.5786132813,186539970,404.3097839355,,
93179970,496.0452270508,186569970,584.4426879883,,
93209970,349.9772338867,186584970,114.4925308228,,
93224970,37.96875,186599970,595.1677246094,,
93239970,458.0338439941,186629970,637.4136352539,,
93269970,545.678527832,186644970,13.2087116241,,
93284970,154.8197479248,186659970,473.2948913574,,
93299970,306.6654052734,186689970,433.6369018555,,
93329970,325.75390625,186719970,447.7830810547,,
93359970,266.0009460449,186749970,357.270690918,,
93374970,182.0560302734,186779970,330.3385009766,,
93389970,357.8986816406,186794970,498.4019165039,,
93419970,516.1663208008,186809970,458.0726623535,,
93449970,350.6412353516,186839970,324.0807189941,,
93479970,392.0680541992,186869970,360.8135070801,,
93494970,276.9415893555,186899970,492.2110900879,,
93509970,404.5989685059,186929970,512.0022583008,,
93539970,341.1518554688,186944970,206.1480712891,,
93569970,435.3563842773,186959970,519.9177856445,,
93599970,439.8760375977,186989970,326.9996643066,,
93629970,388.8325500488,187019970,432.0469360352,,
93659970,361.1199951172,187049970,659.5866088867,,
93689970,328.0310974121,187079970,528.2681274414,,
93719970,394.6627197266,187109970,545.7633056641,,
93749970,273.7484741211,187124970,19.4657859802,,
93779970,496.6278991699,187139970,499.544921875,,
93794970,18.7875919342,187169970,417.421661377,,
93809970,339.0686645508,187199970,647.4356079102,,
93839970,341.2343444824,187229970,413.5032958984,,
93869970,407.7977905273,187244970,273.3900756836,,
93899970,312.9673156738,187259970,473.8056945801,,
93929970,306.1597595215,187274970,492.8154296875,,
93944970,132.6741027832,187289970,584.3659057617,,
93959970,303.1057434082,187319970,514.4743652344,,
93974970,359.1245117188,187349970,475.1170654297,,
93989970,296.813659668,187364970,50.4304656982,,
94004970,42.1141700745,187379970,477.5870056152,,
94019970,441.0982055664,187394970,376.3696289063,,
94034970,184.0042572021,187409970,500.2917480469,,
94049970,289.2421264648,187439970,476.2735900879,,
94079970,414.1884460449,187454970,97.0866317749,,
94109970,381.9024963379,187469970,393.6028137207,,
94124970,32.9344367981,187499970,492.6158752441,,
94139970,344.9619140625,187529970,503.5143737793,,
94169970,291.5003967285,187544970,23.558927536,,
94184970,21.7303028107,187559970,464.9815368652,,
94199970,360.386505127,187574970,320.0216369629,,
94229970,287.5767211914,187589970,474.041809082,,
94259970,212.245010376,187604970,296.2102050781,,
94274970,385.4762268066,187619970,568.5904541016,,
94289970,318.3792114258,187649970,477.5006103516,,
94319970,397.752532959,187664970,184.1286010742,,
94349970,357.9350280762,187679970,424.2187805176,,
94364970,202.6085662842,187709970,703.4460449219,,
94379970,263.6997375488,187724970,162.1373748779,,
94394970,273.8406982422,187739970,450.7855224609,,
